target_id	length
AD-7-149-2_S243_TRINITY_DN4159_c0_g1_i6.p1	2151
AD-9-127-2_S251_TRINITY_DN22137_c0_g1_i1.p1	2151
AD-2-108-3_S224_TRINITY_DN10021_c0_g1_i2.p1	2148
AD-2-108-3_S224_TRINITY_DN142_c0_g1_i11.p1	2148
AD-5-152-2_S236_TRINITY_DN11479_c0_g1_i3.p1	2148
AD-5-152-2_S236_TRINITY_DN14697_c0_g1_i2.p1	2148
AD-5-152-2_S236_TRINITY_DN17957_c0_g1_i1.p1	2148
AD-7-125-1_S246_TRINITY_DN14734_c0_g1_i1.p1	2148
AD-7-125-1_S246_TRINITY_DN3512_c0_g1_i4.p1	2148
AD-9-127-2_S251_TRINITY_DN18099_c0_g1_i1.p1	2148
AD-9-127-2_S251_TRINITY_DN35131_c0_g1_i1.p1	2148
AD-2-108-3_S224_TRINITY_DN12251_c0_g1_i2.p1	2145
AD-2-108-3_S224_TRINITY_DN22522_c0_g2_i1.p1	2145
AD-2-108-3_S224_TRINITY_DN2926_c1_g2_i1.p1	2145
AD-2-108-3_S224_TRINITY_DN5717_c0_g1_i2.p1	2145
AD-7-149-2_S243_TRINITY_DN140_c0_g1_i2.p1	2145
AD-7-149-2_S243_TRINITY_DN7167_c0_g1_i3.p1	2145
AD-2-108-3_S224_TRINITY_DN1222_c0_g1_i1.p1	2142
AD-2-108-3_S224_TRINITY_DN1233_c0_g1_i1.p1	2142
AD-2-108-3_S224_TRINITY_DN12418_c0_g3_i1.p1	2142
AD-2-108-3_S224_TRINITY_DN2147_c0_g1_i1.p1	2142
AD-2-108-3_S224_TRINITY_DN3148_c0_g1_i2.p1	2142
AD-2-108-3_S224_TRINITY_DN3931_c0_g1_i1.p1	2142
AD-2-108-3_S224_TRINITY_DN7608_c0_g1_i5.p1	2142
AD-5-152-2_S236_TRINITY_DN10333_c0_g1_i1.p1	2142
AD-5-152-2_S236_TRINITY_DN26855_c0_g1_i1.p1	2142
AD-7-125-1_S246_TRINITY_DN7606_c0_g1_i1.p1	2142
AD-9-127-2_S251_TRINITY_DN23380_c0_g1_i1.p1	2142
AD-2-108-3_S224_TRINITY_DN13414_c0_g1_i2.p1	2139
AD-2-108-3_S224_TRINITY_DN3145_c0_g1_i12.p1	2139
AD-2-108-3_S224_TRINITY_DN3891_c0_g1_i1.p1	2139
AD-5-152-2_S236_TRINITY_DN5328_c0_g1_i1.p1	2139
AD-9-127-2_S251_TRINITY_DN8841_c2_g1_i2.p1	2139
AD-9-127-2_S251_TRINITY_DN8945_c0_g1_i2.p1	2139
AD-2-108-3_S224_TRINITY_DN260_c4_g1_i1.p1	2136
AD-2-108-3_S224_TRINITY_DN4335_c0_g1_i1.p1	2136
AD-2-108-3_S224_TRINITY_DN8845_c0_g1_i1.p1	2136
AD-5-152-2_S236_TRINITY_DN14956_c0_g1_i4.p1	2136
AD-5-152-2_S236_TRINITY_DN5118_c0_g1_i1.p1	2136
AD-5-152-2_S236_TRINITY_DN6418_c0_g1_i14.p1	2136
AD-5-152-2_S236_TRINITY_DN8336_c0_g1_i1.p1	2136
AD-7-125-1_S246_TRINITY_DN14056_c0_g1_i1.p1	2136
AD-7-149-2_S243_TRINITY_DN6902_c0_g1_i1.p1	2136
AD-2-108-3_S224_TRINITY_DN11504_c0_g1_i5.p1	2133
AD-2-108-3_S224_TRINITY_DN2046_c0_g1_i2.p1	2133
AD-2-108-3_S224_TRINITY_DN3072_c0_g1_i1.p1	2133
AD-2-108-3_S224_TRINITY_DN3393_c0_g1_i3.p1	2133
AD-2-108-3_S224_TRINITY_DN5382_c0_g1_i3.p1	2133
AD-5-152-2_S236_TRINITY_DN15724_c0_g1_i13.p1	2133
AD-5-152-2_S236_TRINITY_DN8072_c0_g1_i1.p1	2133
AD-7-125-1_S246_TRINITY_DN1316_c0_g2_i3.p1	2133
AD-7-125-1_S246_TRINITY_DN566_c0_g1_i7.p1	2133
AD-7-149-2_S243_TRINITY_DN13384_c0_g1_i4.p1	2133
AD-7-149-2_S243_TRINITY_DN745_c4_g1_i3.p1	2133
AD-2-108-3_S224_TRINITY_DN2504_c0_g1_i2.p1	2130
AD-2-108-3_S224_TRINITY_DN4015_c1_g1_i1.p1	2130
AD-5-152-2_S236_TRINITY_DN18683_c0_g1_i1.p1	2130
AD-5-152-2_S236_TRINITY_DN8492_c0_g2_i1.p1	2130
AD-7-149-2_S243_TRINITY_DN11426_c0_g1_i1.p1	2130
AD-7-149-2_S243_TRINITY_DN1870_c0_g1_i1.p1	2130
AD-2-108-3_S224_TRINITY_DN24068_c0_g1_i1.p1	2127
AD-7-125-1_S246_TRINITY_DN7425_c0_g1_i12.p1	2127
AD-7-125-1_S246_TRINITY_DN9935_c0_g1_i5.p1	2127
AD-7-149-2_S243_TRINITY_DN8882_c0_g1_i1.p1	2127
AD-2-108-3_S224_TRINITY_DN18236_c0_g1_i1.p1	2124
AD-2-108-3_S224_TRINITY_DN26811_c0_g1_i2.p1	2124
AD-2-108-3_S224_TRINITY_DN5672_c0_g1_i1.p1	2124
AD-2-108-3_S224_TRINITY_DN6521_c0_g1_i1.p1	2124
AD-2-108-3_S224_TRINITY_DN6984_c0_g1_i1.p1	2124
AD-5-152-2_S236_TRINITY_DN671_c0_g1_i8.p1	2124
AD-7-125-1_S246_TRINITY_DN15548_c0_g1_i3.p1	2124
AD-2-108-3_S224_TRINITY_DN19626_c0_g1_i1.p1	2121
AD-2-108-3_S224_TRINITY_DN9437_c0_g1_i3.p1	2121
AD-5-152-2_S236_TRINITY_DN35844_c0_g1_i2.p1	2121
AD-7-149-2_S243_TRINITY_DN746_c0_g1_i13.p1	2121
AD-9-127-2_S251_TRINITY_DN12241_c2_g1_i1.p1	2121
AD-2-108-3_S224_TRINITY_DN1304_c0_g1_i1.p1	2118
AD-5-152-2_S236_TRINITY_DN11886_c0_g1_i2.p1	2118
AD-7-125-1_S246_TRINITY_DN2917_c0_g1_i1.p1	2118
AD-7-125-1_S246_TRINITY_DN5537_c0_g1_i3.p1	2118
AD-7-149-2_S243_TRINITY_DN6859_c0_g1_i4.p1	2118
AD-9-127-2_S251_TRINITY_DN6808_c0_g2_i1.p1	2118
AD-5-152-2_S236_TRINITY_DN1997_c0_g1_i4.p1	2115
AD-5-152-2_S236_TRINITY_DN5866_c0_g1_i2.p1	2115
AD-7-125-1_S246_TRINITY_DN3196_c0_g1_i1.p1	2115
AD-7-149-2_S243_TRINITY_DN1197_c0_g1_i9.p1	2115
AD-9-127-2_S251_TRINITY_DN1543_c0_g1_i1.p1	2115
AD-9-127-2_S251_TRINITY_DN8990_c0_g1_i4.p1	2115
AD-2-108-3_S224_TRINITY_DN1187_c0_g1_i1.p1	2112
AD-2-108-3_S224_TRINITY_DN2709_c0_g1_i1.p1	2112
AD-2-108-3_S224_TRINITY_DN6908_c0_g1_i2.p1	2112
AD-5-152-2_S236_TRINITY_DN9345_c0_g1_i2.p1	2112
AD-7-149-2_S243_TRINITY_DN2539_c0_g2_i1.p1	2112
AD-2-108-3_S224_TRINITY_DN14560_c0_g1_i1.p1	2109
AD-2-108-3_S224_TRINITY_DN1688_c0_g2_i3.p1	2109
AD-2-108-3_S224_TRINITY_DN17312_c0_g1_i1.p1	2109
AD-2-108-3_S224_TRINITY_DN4352_c0_g1_i1.p1	2109
AD-2-108-3_S224_TRINITY_DN4455_c0_g1_i7.p1	2109
AD-5-152-2_S236_TRINITY_DN18651_c0_g1_i2.p1	2109
AD-7-149-2_S243_TRINITY_DN3494_c0_g1_i2.p1	2109
AD-2-108-3_S224_TRINITY_DN25330_c0_g1_i3.p1	2106
AD-2-108-3_S224_TRINITY_DN5403_c0_g1_i2.p1	2106
AD-2-108-3_S224_TRINITY_DN8210_c0_g1_i1.p1	2106
AD-2-108-3_S224_TRINITY_DN9087_c1_g1_i1.p1	2106
AD-7-149-2_S243_TRINITY_DN6507_c0_g1_i1.p1	2106
AD-9-127-2_S251_TRINITY_DN14779_c0_g1_i1.p1	2106
AD-9-127-2_S251_TRINITY_DN16954_c0_g3_i4.p1	2106
AD-2-108-3_S224_TRINITY_DN22470_c0_g1_i1.p1	2103
AD-5-152-2_S236_TRINITY_DN1019_c0_g1_i8.p1	2103
AD-5-152-2_S236_TRINITY_DN15599_c0_g1_i4.p1	2103
AD-5-152-2_S236_TRINITY_DN6833_c1_g1_i10.p1	2103
AD-5-152-2_S236_TRINITY_DN7029_c0_g1_i2.p1	2103
AD-7-125-1_S246_TRINITY_DN3801_c0_g1_i13.p1	2103
AD-9-127-2_S251_TRINITY_DN15032_c0_g3_i1.p1	2103
AD-2-108-3_S224_TRINITY_DN20840_c0_g1_i1.p1	2100
AD-2-108-3_S224_TRINITY_DN22275_c0_g1_i1.p1	2100
AD-2-108-3_S224_TRINITY_DN25770_c0_g1_i1.p1	2100
AD-2-108-3_S224_TRINITY_DN3139_c0_g2_i3.p1	2100
AD-2-108-3_S224_TRINITY_DN538_c0_g1_i1.p1	2100
AD-2-108-3_S224_TRINITY_DN6907_c0_g1_i1.p1	2100
AD-5-152-2_S236_TRINITY_DN10185_c0_g1_i1.p1	2100
AD-5-152-2_S236_TRINITY_DN5444_c0_g1_i9.p1	2100
AD-7-149-2_S243_TRINITY_DN6075_c0_g1_i10.p1	2100
AD-9-127-2_S251_TRINITY_DN3234_c0_g1_i4.p1	2100
AD-9-127-2_S251_TRINITY_DN7166_c0_g1_i2.p1	2100
AD-2-108-3_S224_TRINITY_DN13499_c0_g1_i1.p1	2097
AD-2-108-3_S224_TRINITY_DN1390_c0_g1_i1.p1	2097
AD-2-108-3_S224_TRINITY_DN201_c0_g1_i17.p1	2097
AD-5-152-2_S236_TRINITY_DN1443_c0_g1_i5.p1	2097
AD-7-149-2_S243_TRINITY_DN18026_c0_g1_i1.p1	2097
AD-9-127-2_S251_TRINITY_DN12483_c0_g1_i1.p1	2097
AD-2-108-3_S224_TRINITY_DN1528_c0_g1_i4.p1	2094
AD-2-108-3_S224_TRINITY_DN4132_c0_g1_i2.p1	2094
AD-2-108-3_S224_TRINITY_DN4889_c0_g1_i1.p1	2094
AD-2-108-3_S224_TRINITY_DN5167_c0_g1_i3.p1	2094
AD-2-108-3_S224_TRINITY_DN5862_c0_g1_i1.p1	2094
AD-5-152-2_S236_TRINITY_DN4134_c0_g1_i1.p1	2094
AD-5-152-2_S236_TRINITY_DN4340_c0_g1_i1.p1	2094
AD-5-152-2_S236_TRINITY_DN8717_c0_g1_i4.p1	2094
AD-2-108-3_S224_TRINITY_DN2128_c0_g1_i3.p1	2091
AD-2-108-3_S224_TRINITY_DN21594_c0_g1_i1.p1	2091
AD-2-108-3_S224_TRINITY_DN2282_c0_g1_i1.p1	2091
AD-2-108-3_S224_TRINITY_DN29602_c0_g1_i1.p1	2091
AD-5-152-2_S236_TRINITY_DN1205_c0_g1_i6.p1	2091
AD-5-152-2_S236_TRINITY_DN12866_c0_g1_i3.p1	2091
AD-5-152-2_S236_TRINITY_DN4144_c0_g1_i2.p1	2091
AD-5-152-2_S236_TRINITY_DN7526_c0_g1_i1.p1	2091
AD-7-149-2_S243_TRINITY_DN10919_c0_g1_i1.p1	2091
AD-2-108-3_S224_TRINITY_DN3767_c0_g1_i1.p1	2088
AD-2-108-3_S224_TRINITY_DN531_c2_g1_i1.p1	2088
AD-2-108-3_S224_TRINITY_DN756_c0_g1_i1.p1	2088
AD-2-108-3_S224_TRINITY_DN8926_c0_g1_i4.p1	2088
AD-5-152-2_S236_TRINITY_DN3758_c0_g1_i9.p1	2088
AD-7-149-2_S243_TRINITY_DN13398_c0_g1_i5.p1	2088
AD-2-108-3_S224_TRINITY_DN12760_c0_g1_i1.p1	2085
AD-2-108-3_S224_TRINITY_DN2929_c0_g1_i5.p1	2085
AD-2-108-3_S224_TRINITY_DN5475_c0_g1_i1.p1	2085
AD-5-152-2_S236_TRINITY_DN17094_c0_g2_i1.p1	2085
AD-9-127-2_S251_TRINITY_DN21146_c0_g1_i8.p1	2085
AD-2-108-3_S224_TRINITY_DN108_c1_g1_i1.p1	2082
AD-2-108-3_S224_TRINITY_DN7852_c0_g1_i3.p1	2082
AD-5-152-2_S236_TRINITY_DN4377_c0_g1_i1.p1	2082
AD-5-152-2_S236_TRINITY_DN5124_c0_g1_i3.p1	2082
AD-2-108-3_S224_TRINITY_DN10492_c0_g2_i1.p1	2079
AD-2-108-3_S224_TRINITY_DN16411_c0_g1_i1.p1	2079
AD-2-108-3_S224_TRINITY_DN24191_c0_g1_i1.p1	2079
AD-2-108-3_S224_TRINITY_DN5658_c0_g1_i1.p1	2079
AD-5-152-2_S236_TRINITY_DN18565_c0_g1_i1.p1	2079
AD-5-152-2_S236_TRINITY_DN6306_c0_g2_i2.p1	2079
AD-9-127-2_S251_TRINITY_DN23658_c0_g1_i1.p1	2079
AD-2-108-3_S224_TRINITY_DN2145_c0_g1_i1.p2	2076
AD-2-108-3_S224_TRINITY_DN4045_c4_g1_i1.p1	2076
AD-2-108-3_S224_TRINITY_DN5236_c0_g1_i1.p1	2076
AD-2-108-3_S224_TRINITY_DN9101_c0_g1_i1.p1	2076
AD-5-152-2_S236_TRINITY_DN11461_c0_g1_i1.p1	2076
AD-5-152-2_S236_TRINITY_DN2218_c2_g1_i3.p1	2076
AD-5-152-2_S236_TRINITY_DN748_c0_g2_i4.p1	2076
AD-7-125-1_S246_TRINITY_DN2835_c0_g1_i4.p1	2076
AD-7-125-1_S246_TRINITY_DN5645_c0_g3_i1.p1	2076
AD-7-149-2_S243_TRINITY_DN986_c0_g1_i5.p1	2076
AD-9-127-2_S251_TRINITY_DN2876_c2_g2_i1.p1	2076
AD-2-108-3_S224_TRINITY_DN10039_c0_g1_i1.p1	2073
AD-2-108-3_S224_TRINITY_DN21119_c0_g1_i1.p1	2073
AD-2-108-3_S224_TRINITY_DN400_c1_g1_i2.p1	2073
AD-2-108-3_S224_TRINITY_DN465_c0_g1_i1.p1	2073
AD-2-108-3_S224_TRINITY_DN6450_c0_g1_i1.p1	2073
AD-2-108-3_S224_TRINITY_DN9707_c0_g3_i1.p1	2073
AD-7-125-1_S246_TRINITY_DN261_c0_g1_i5.p1	2073
AD-7-125-1_S246_TRINITY_DN3997_c0_g2_i1.p1	2073
AD-7-149-2_S243_TRINITY_DN16376_c0_g1_i1.p1	2073
AD-7-149-2_S243_TRINITY_DN7685_c0_g2_i1.p1	2073
AD-2-108-3_S224_TRINITY_DN12308_c0_g1_i1.p1	2070
AD-2-108-3_S224_TRINITY_DN2837_c0_g1_i4.p1	2070
AD-2-108-3_S224_TRINITY_DN828_c0_g1_i1.p1	2070
AD-2-108-3_S224_TRINITY_DN8784_c0_g1_i2.p1	2070
AD-9-127-2_S251_TRINITY_DN4731_c0_g1_i1.p1	2070
AD-9-127-2_S251_TRINITY_DN5305_c0_g1_i11.p1	2070
AD-2-108-3_S224_TRINITY_DN10780_c0_g2_i2.p1	2067
AD-2-108-3_S224_TRINITY_DN1894_c0_g1_i1.p1	2067
AD-2-108-3_S224_TRINITY_DN4698_c1_g2_i1.p1	2067
AD-2-108-3_S224_TRINITY_DN4795_c0_g1_i2.p1	2067
AD-2-108-3_S224_TRINITY_DN7086_c0_g1_i2.p1	2067
AD-2-108-3_S224_TRINITY_DN8318_c0_g2_i1.p1	2067
AD-7-149-2_S243_TRINITY_DN3212_c0_g1_i5.p1	2067
AD-7-149-2_S243_TRINITY_DN4716_c0_g1_i2.p1	2067
AD-2-108-3_S224_TRINITY_DN12004_c0_g1_i1.p1	2064
AD-2-108-3_S224_TRINITY_DN26038_c0_g1_i1.p1	2064
AD-2-108-3_S224_TRINITY_DN3283_c0_g1_i1.p1	2064
AD-2-108-3_S224_TRINITY_DN3685_c0_g1_i2.p1	2064
AD-2-108-3_S224_TRINITY_DN4724_c1_g1_i1.p1	2064
AD-9-127-2_S251_TRINITY_DN7040_c0_g1_i5.p1	2064
AD-2-108-3_S224_TRINITY_DN10013_c0_g1_i2.p1	2061
AD-2-108-3_S224_TRINITY_DN1585_c0_g1_i2.p1	2061
AD-2-108-3_S224_TRINITY_DN5530_c0_g1_i5.p1	2061
AD-2-108-3_S224_TRINITY_DN928_c0_g1_i1.p1	2061
AD-5-152-2_S236_TRINITY_DN48419_c0_g1_i1.p1	2061
AD-7-149-2_S243_TRINITY_DN816_c1_g1_i10.p1	2061
AD-2-108-3_S224_TRINITY_DN1059_c0_g1_i1.p1	2058
AD-2-108-3_S224_TRINITY_DN11138_c0_g1_i1.p1	2058
AD-2-108-3_S224_TRINITY_DN12363_c0_g1_i1.p1	2058
AD-2-108-3_S224_TRINITY_DN1315_c0_g1_i1.p1	2058
AD-2-108-3_S224_TRINITY_DN18451_c0_g1_i2.p1	2058
AD-5-152-2_S236_TRINITY_DN2912_c1_g1_i5.p1	2058
AD-5-152-2_S236_TRINITY_DN3552_c0_g1_i1.p1	2058
AD-5-152-2_S236_TRINITY_DN9383_c0_g2_i1.p1	2058
AD-7-125-1_S246_TRINITY_DN3801_c0_g1_i13.p2	2058
AD-9-127-2_S251_TRINITY_DN4849_c0_g1_i10.p1	2058
AD-2-108-3_S224_TRINITY_DN1976_c0_g1_i1.p1	2055
AD-2-108-3_S224_TRINITY_DN2319_c0_g1_i1.p1	2055
AD-2-108-3_S224_TRINITY_DN2577_c2_g1_i1.p1	2055
AD-2-108-3_S224_TRINITY_DN2785_c0_g1_i2.p1	2055
AD-2-108-3_S224_TRINITY_DN2873_c0_g1_i1.p1	2055
AD-2-108-3_S224_TRINITY_DN3802_c0_g1_i4.p1	2055
AD-9-127-2_S251_TRINITY_DN9101_c0_g1_i1.p1	2055
AD-2-108-3_S224_TRINITY_DN26540_c0_g1_i1.p1	2052
AD-2-108-3_S224_TRINITY_DN29594_c0_g1_i2.p1	2052
AD-2-108-3_S224_TRINITY_DN3680_c0_g1_i2.p1	2052
AD-5-152-2_S236_TRINITY_DN32705_c0_g1_i1.p1	2052
AD-5-152-2_S236_TRINITY_DN8221_c0_g1_i1.p1	2052
AD-5-152-2_S236_TRINITY_DN9360_c0_g1_i2.p1	2052
AD-7-125-1_S246_TRINITY_DN2811_c0_g1_i14.p1	2052
AD-7-149-2_S243_TRINITY_DN3883_c0_g1_i1.p1	2052
AD-9-127-2_S251_TRINITY_DN22406_c0_g2_i2.p1	2052
AD-2-108-3_S224_TRINITY_DN13180_c0_g1_i2.p1	2049
AD-2-108-3_S224_TRINITY_DN3907_c0_g1_i3.p1	2049
AD-5-152-2_S236_TRINITY_DN9241_c0_g1_i2.p1	2049
AD-7-149-2_S243_TRINITY_DN5791_c0_g1_i10.p1	2049
AD-9-127-2_S251_TRINITY_DN35939_c0_g1_i1.p1	2049
AD-2-108-3_S224_TRINITY_DN11056_c0_g1_i1.p1	2046
AD-2-108-3_S224_TRINITY_DN342_c0_g1_i6.p1	2046
AD-2-108-3_S224_TRINITY_DN5200_c0_g1_i1.p1	2046
AD-5-152-2_S236_TRINITY_DN12969_c3_g1_i1.p1	2046
AD-5-152-2_S236_TRINITY_DN752_c0_g1_i5.p1	2046
AD-7-149-2_S243_TRINITY_DN7312_c0_g1_i1.p1	2046
AD-2-108-3_S224_TRINITY_DN10364_c0_g1_i1.p1	2043
AD-2-108-3_S224_TRINITY_DN1698_c0_g1_i4.p1	2043
AD-2-108-3_S224_TRINITY_DN8331_c0_g1_i2.p1	2043
AD-5-152-2_S236_TRINITY_DN8402_c0_g1_i2.p1	2043
AD-7-149-2_S243_TRINITY_DN12356_c0_g1_i1.p1	2043
AD-7-149-2_S243_TRINITY_DN5435_c0_g1_i1.p1	2043
AD-9-127-2_S251_TRINITY_DN12210_c0_g1_i3.p1	2043
AD-9-127-2_S251_TRINITY_DN2101_c0_g1_i3.p1	2043
AD-9-127-2_S251_TRINITY_DN530_c0_g1_i1.p1	2043
AD-9-127-2_S251_TRINITY_DN6274_c0_g1_i5.p1	2043
AD-2-108-3_S224_TRINITY_DN10198_c0_g1_i2.p1	2040
AD-2-108-3_S224_TRINITY_DN27412_c0_g1_i1.p1	2040
AD-2-108-3_S224_TRINITY_DN4281_c0_g1_i2.p1	2040
AD-5-152-2_S236_TRINITY_DN12880_c0_g1_i3.p1	2040
AD-5-152-2_S236_TRINITY_DN4433_c0_g1_i1.p1	2040
AD-5-152-2_S236_TRINITY_DN50975_c0_g1_i1.p1	2040
AD-7-125-1_S246_TRINITY_DN7176_c0_g2_i2.p1	2040
AD-7-149-2_S243_TRINITY_DN2554_c0_g1_i4.p1	2040
AD-2-108-3_S224_TRINITY_DN1405_c0_g1_i1.p1	2037
AD-2-108-3_S224_TRINITY_DN15550_c0_g1_i1.p1	2037
AD-2-108-3_S224_TRINITY_DN1664_c2_g1_i1.p1	2037
AD-2-108-3_S224_TRINITY_DN7564_c0_g1_i3.p1	2037
AD-5-152-2_S236_TRINITY_DN8023_c0_g1_i2.p1	2037
AD-7-149-2_S243_TRINITY_DN5399_c0_g1_i2.p1	2037
AD-9-127-2_S251_TRINITY_DN11817_c1_g1_i1.p1	2037
AD-2-108-3_S224_TRINITY_DN1861_c0_g1_i2.p1	2034
AD-2-108-3_S224_TRINITY_DN2999_c0_g1_i1.p1	2034
AD-2-108-3_S224_TRINITY_DN3172_c0_g1_i3.p1	2034
AD-2-108-3_S224_TRINITY_DN3334_c0_g1_i5.p1	2034
AD-2-108-3_S224_TRINITY_DN3346_c0_g1_i2.p1	2034
AD-2-108-3_S224_TRINITY_DN4613_c0_g1_i1.p1	2034
AD-2-108-3_S224_TRINITY_DN634_c0_g1_i2.p1	2034
AD-5-152-2_S236_TRINITY_DN34759_c0_g1_i1.p1	2034
AD-7-125-1_S246_TRINITY_DN16720_c0_g2_i1.p1	2034
AD-7-149-2_S243_TRINITY_DN838_c0_g1_i4.p1	2034
AD-2-108-3_S224_TRINITY_DN12060_c0_g1_i1.p1	2031
AD-2-108-3_S224_TRINITY_DN15168_c0_g1_i1.p1	2031
AD-2-108-3_S224_TRINITY_DN20817_c0_g1_i1.p1	2031
AD-2-108-3_S224_TRINITY_DN25138_c0_g1_i1.p1	2031
AD-2-108-3_S224_TRINITY_DN2691_c1_g1_i2.p1	2031
AD-2-108-3_S224_TRINITY_DN3575_c0_g1_i1.p1	2031
AD-5-152-2_S236_TRINITY_DN27710_c0_g1_i1.p1	2031
AD-5-152-2_S236_TRINITY_DN467_c0_g1_i5.p1	2031
AD-5-152-2_S236_TRINITY_DN9596_c0_g1_i4.p1	2031
AD-7-125-1_S246_TRINITY_DN10767_c0_g1_i10.p1	2031
AD-7-125-1_S246_TRINITY_DN10882_c0_g1_i1.p1	2031
AD-7-149-2_S243_TRINITY_DN2062_c0_g1_i1.p1	2031
AD-9-127-2_S251_TRINITY_DN535_c3_g1_i1.p1	2031
AD-2-108-3_S224_TRINITY_DN6359_c0_g1_i1.p1	2028
AD-2-108-3_S224_TRINITY_DN8336_c0_g1_i1.p1	2028
AD-5-152-2_S236_TRINITY_DN8429_c0_g4_i1.p1	2028
AD-7-125-1_S246_TRINITY_DN4141_c0_g1_i9.p1	2028
AD-2-108-3_S224_TRINITY_DN1180_c0_g1_i1.p1	2025
AD-2-108-3_S224_TRINITY_DN3573_c0_g1_i1.p1	2025
AD-2-108-3_S224_TRINITY_DN3766_c0_g1_i1.p1	2025
AD-2-108-3_S224_TRINITY_DN3780_c0_g1_i1.p1	2025
AD-2-108-3_S224_TRINITY_DN5208_c0_g1_i1.p1	2025
AD-5-152-2_S236_TRINITY_DN3262_c0_g1_i1.p1	2025
AD-5-152-2_S236_TRINITY_DN7766_c0_g1_i1.p1	2025
AD-7-125-1_S246_TRINITY_DN13683_c0_g1_i6.p1	2025
AD-7-125-1_S246_TRINITY_DN4391_c1_g1_i2.p1	2025
AD-9-127-2_S251_TRINITY_DN19492_c0_g1_i4.p1	2025
AD-2-108-3_S224_TRINITY_DN12394_c0_g1_i2.p1	2022
AD-2-108-3_S224_TRINITY_DN13718_c0_g2_i1.p1	2022
AD-2-108-3_S224_TRINITY_DN21553_c0_g1_i1.p1	2022
AD-2-108-3_S224_TRINITY_DN21912_c0_g1_i1.p1	2022
AD-2-108-3_S224_TRINITY_DN4390_c0_g1_i1.p1	2022
AD-2-108-3_S224_TRINITY_DN61_c0_g1_i1.p1	2022
AD-2-108-3_S224_TRINITY_DN6510_c0_g1_i1.p1	2022
AD-2-108-3_S224_TRINITY_DN7220_c0_g1_i1.p1	2022
AD-2-108-3_S224_TRINITY_DN8085_c1_g1_i3.p1	2022
AD-5-152-2_S236_TRINITY_DN13111_c0_g1_i1.p1	2022
AD-5-152-2_S236_TRINITY_DN479_c0_g1_i6.p1	2022
AD-5-152-2_S236_TRINITY_DN8614_c0_g1_i4.p1	2022
AD-7-149-2_S243_TRINITY_DN12427_c0_g2_i1.p1	2022
AD-7-149-2_S243_TRINITY_DN20_c0_g1_i1.p1	2022
AD-9-127-2_S251_TRINITY_DN4290_c0_g1_i5.p1	2022
AD-2-108-3_S224_TRINITY_DN25589_c0_g1_i1.p1	2019
AD-2-108-3_S224_TRINITY_DN290_c0_g1_i6.p1	2019
AD-7-125-1_S246_TRINITY_DN636_c0_g1_i7.p1	2019
AD-7-149-2_S243_TRINITY_DN1405_c0_g1_i1.p1	2019
AD-9-127-2_S251_TRINITY_DN37942_c0_g1_i1.p1	2019
AD-9-127-2_S251_TRINITY_DN6152_c0_g1_i1.p1	2019
AD-2-108-3_S224_TRINITY_DN11817_c0_g1_i1.p1	2016
AD-2-108-3_S224_TRINITY_DN13788_c0_g1_i2.p1	2016
AD-2-108-3_S224_TRINITY_DN3413_c0_g1_i1.p1	2016
AD-2-108-3_S224_TRINITY_DN4880_c1_g3_i2.p1	2016
AD-5-152-2_S236_TRINITY_DN2548_c0_g1_i2.p1	2016
AD-7-125-1_S246_TRINITY_DN13104_c0_g1_i1.p1	2016
AD-7-125-1_S246_TRINITY_DN13280_c0_g1_i2.p1	2016
AD-7-125-1_S246_TRINITY_DN2501_c1_g1_i4.p1	2016
AD-7-149-2_S243_TRINITY_DN2601_c2_g2_i2.p1	2016
AD-7-149-2_S243_TRINITY_DN4750_c0_g2_i5.p1	2016
AD-2-108-3_S224_TRINITY_DN2496_c0_g1_i1.p1	2013
AD-2-108-3_S224_TRINITY_DN2682_c0_g1_i4.p1	2013
AD-2-108-3_S224_TRINITY_DN3452_c0_g1_i2.p1	2013
AD-2-108-3_S224_TRINITY_DN4027_c0_g1_i12.p1	2013
AD-2-108-3_S224_TRINITY_DN4870_c0_g1_i1.p1	2013
AD-2-108-3_S224_TRINITY_DN6242_c0_g1_i1.p1	2013
AD-2-108-3_S224_TRINITY_DN7765_c0_g1_i1.p1	2013
AD-7-125-1_S246_TRINITY_DN9812_c0_g1_i1.p1	2013
AD-7-149-2_S243_TRINITY_DN11447_c0_g1_i3.p1	2013
AD-2-108-3_S224_TRINITY_DN2764_c0_g1_i1.p1	2010
AD-2-108-3_S224_TRINITY_DN3131_c0_g1_i2.p1	2010
AD-7-125-1_S246_TRINITY_DN6748_c0_g3_i1.p1	2010
AD-9-127-2_S251_TRINITY_DN10394_c0_g1_i3.p1	2010
AD-9-127-2_S251_TRINITY_DN568_c0_g1_i5.p1	2010
AD-2-108-3_S224_TRINITY_DN13628_c0_g1_i1.p1	2007
AD-2-108-3_S224_TRINITY_DN38077_c0_g1_i1.p1	2007
AD-2-108-3_S224_TRINITY_DN5159_c0_g1_i1.p1	2007
AD-2-108-3_S224_TRINITY_DN6690_c0_g2_i2.p1	2007
AD-2-108-3_S224_TRINITY_DN7596_c0_g1_i1.p1	2007
AD-7-125-1_S246_TRINITY_DN1362_c0_g1_i10.p1	2007
AD-7-125-1_S246_TRINITY_DN62_c0_g1_i4.p1	2007
AD-7-149-2_S243_TRINITY_DN8552_c0_g3_i1.p1	2007
